,name,avg_rating,num_of_reviews,latitude,longitude,restaurante_categoria,state_name,total_population,hispanic_population,avg_income
133355,guadalajaras birrieria,3.9,28,34.1210737,-117.2505442,restaurante mexicano,California,38773436,14744533,63364.21
133368,alex mexican grill,4.6,37,29.6887987,-95.6045297,restaurante mexicano,Texas,27337059,10704104,50373.87
133399,la la taqueria,4.8,68,40.9284732,-73.75291109999999,restaurante mexicano,New York,19664161,3559667,59272.35
133436,papi chulo's mexican restaurant,4.2,440,27.691663,-97.397048,restaurante mexicano,Texas,27337059,10704104,50373.87
133631,taqueria mila,4.2,74,38.4095406,-122.7120809,restaurante mexicano,California,38773436,14744533,63364.21
133665,sonny's roti shop,3.9,114,40.6859893,-73.8244247,restaurante caribeño,New York,19664161,3559667,59272.35
133719,taqueria y pupuseria la fuente,4.5,101,29.8510908,-95.3627268,restaurante centroamericano,Texas,27337059,10704104,50373.87
133756,tropical island lounge,3.8,35,41.126226,-74.0405354,restaurante caribeño,New York,19664161,3559667,59272.35
133765,eben ezer,4.3,208,40.6175526,-73.7440982,restaurante centroamericano,New York,19664161,3559667,59272.35
133820,petencito latin grill,4.2,28,40.6175366,-73.7373282,restaurante latinoamericano,New York,19664161,3559667,59272.35
133827,"forty's bakery,restaurant & juices",4.3,48,34.0436315,-118.2506038,restaurante mexicano,California,38773436,14744533,63364.21
133848,united paleteria y neveria,4.2,108,37.3455602,-121.8479437,restaurante mexicano,California,38773436,14744533,63364.21
133886,las 7 salsas restaurante,4.2,88,25.9017087,-97.4560774,restaurante mexicano,Texas,27337059,10704104,50373.87
133912,merienda,4.7,38,40.8403879,-73.93675859999999,restaurante dominicano,New York,19664161,3559667,59272.35
133931,el porton colombiano restaurant,4.5,188,33.6733132,-117.9734,restaurante colombiano,California,38773436,14744533,63364.21
134006,miel de agave azul,4.3,25,37.6816425,-121.7682509,restaurante latinoamericano,California,38773436,14744533,63364.21
134015,taco jalisco mexican grill,4.3,28,28.9581552,-95.3569414,restaurante mexicano,Texas,27337059,10704104,50373.87
134024,surrender café express-fl,4.4,28,26.9681553,-82.0615296,restaurante latinoamericano,Florida,20158603,4695397,48321.24
134036,m & f international restaurant,4.7,38,26.996421,-82.119557,restaurante mexicano,Florida,20158603,4695397,48321.24
134058,al teatro panini grill,4.7,38,32.7185085,-117.1622635,restaurante mexicano,California,38773436,14744533,63364.21
134070,taqueria la escondida,4.5,105,30.383006,-96.085192,restaurante mexicano,Texas,27337059,10704104,50373.87
134107,pollos & jarras,4.7,2485,25.775716,-80.188287,restaurante peruano,Florida,20158603,4695397,48321.24
134563,tuition tacos,4.7,61,33.9813751,-117.3403865,restaurante mexicano,California,38773436,14744533,63364.21
134574,barranco taco bar,4.3,65,34.1645044,-118.3740665,restaurante mexicano,California,38773436,14744533,63364.21
134622,super tacos los cuais de lagos,4.0,145,33.538784,-112.199699,restaurante mexicano,Arizona,6707875,2030951,45892.43
134672,taqueria el sol,4.6,681,27.7121879,-82.2979543,restaurante mexicano,Florida,20158603,4695397,48321.24
134934,tamales coral,4.6,26,37.6088923,-120.9940399,restaurante mexicano,California,38773436,14744533,63364.21
134945,star seafood restaurant cafeteria inc.,4.7,58,25.9407344,-80.2782148,restaurante dominicano,Florida,20158603,4695397,48321.24
134962,panaderia la nueva estrella,4.1,33,34.0553967,-118.2747588,restaurante centroamericano,California,38773436,14744533,63364.21
134970,chuchy's cafe,4.6,96,27.9406457,-82.3467785,restaurante cubano,Florida,20158603,4695397,48321.24
135054,los papagallo's,4.4,148,32.4738003,-94.7351229,restaurante mexicano,Texas,27337059,10704104,50373.87
135104,la cocina de maria,4.6,218,41.8839549,-88.2063677,restaurante mexicano,Illinois,12829297,2113775,53467.05
135178,pupuseria el cerro verde,4.3,255,33.9307769,-118.3535596,restaurante centroamericano,California,38773436,14744533,63364.21
135273,tuco and blondie,4.3,808,41.943307,-87.66407099999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
135543,brasserie saint james- mission,4.5,128,37.7609717,-122.4216949,restaurante argentino,California,38773436,14744533,63364.21
135596,la fiesta mexicana,4.2,1248,28.1266047,-81.6413978,restaurante mexicano,Florida,20158603,4695397,48321.24
136076,la burrita truck,4.5,25,37.2662176,-121.9404005,restaurante mexicano,California,38773436,14744533,63364.21
136143,tostaderia madero's,4.2,245,29.832122,-95.524063,restaurante mexicano,Texas,27337059,10704104,50373.87
136230,aguirre's tex-mex tomball location,4.3,704,30.078662,-95.629772,restaurante mexicano,Texas,27337059,10704104,50373.87
136556,la maracucha food truck,4.8,45,29.6513168,-82.37923889999999,restaurante venezolano,Florida,20158603,4695397,48321.24
136900,peke’s pozole,4.4,304,41.8071836,-87.7238819,restaurante mexicano,Illinois,12829297,2113775,53467.05
137032,las asadas restaurant,4.0,197,41.8080583,-87.7200972,restaurante mexicano,Illinois,12829297,2113775,53467.05
137109,taqueria sabor y sazon,4.6,185,41.8546462,-87.6642035,restaurante mexicano,Illinois,12829297,2113775,53467.05
137173,taqueria santa cruz ii,4.3,820,36.9784417,-122.0128278,restaurante mexicano,California,38773436,14744533,63364.21
137485,casa delicias,4.6,18,34.4222204,-117.3022604,restaurante mexicano,California,38773436,14744533,63364.21
137497,texas pupuseria y taqueria,4.5,128,32.655949,-96.558581,restaurante mexicano,Texas,27337059,10704104,50373.87
137550,senor baja,4.2,75,34.1060188,-117.5769355,restaurante mexicano,California,38773436,14744533,63364.21
137587,papacita's of tyler,4.3,773,32.276605,-95.305818,restaurante mexicano,Texas,27337059,10704104,50373.87
137933,el nuevo tlaquepaque,4.4,128,36.2961426,-119.1420576,restaurante mexicano,California,38773436,14744533,63364.21
137993,moreno taco shop,4.1,168,36.9619113,-120.0562596,restaurante mexicano,California,38773436,14744533,63364.21
138047,tex kitchen,4.5,121,30.1860496,-85.73443429999999,restaurante mexicano,Florida,20158603,4695397,48321.24
138072,armandos mexican food,3.9,218,33.4861484,-112.0996515,restaurante mexicano,Arizona,6707875,2030951,45892.43
138165,el zocalo mexican grill,4.2,606,33.303044,-111.84221,restaurante mexicano,Arizona,6707875,2030951,45892.43
138421,los pinos surf and turf,4.0,94,33.5096816,-112.1372929,restaurante mexicano,Arizona,6707875,2030951,45892.43
138458,east los tacos,4.7,157,34.039064,-118.1690904,restaurante mexicano,California,38773436,14744533,63364.21
138680,mission burrito,4.2,358,34.1863853,-118.642076,restaurante mexicano,California,38773436,14744533,63364.21
138831,taqueria el cino,4.4,137,32.583474599999995,-117.0965253,restaurante mexicano,California,38773436,14744533,63364.21
138922,oasis,4.1,28,40.9034664,-73.8509648,restaurante caribeño,New York,19664161,3559667,59272.35
138933,punto rojo,4.3,85,40.730894,-73.9831657,restaurante colombiano,New York,19664161,3559667,59272.35
138954,la gordibuena rushing,3.5,58,31.9038936,-106.4220458,restaurante mexicano,Texas,27337059,10704104,50373.87
138977,chih'ua restaurant & bar,4.3,1457,31.766075,-106.365799,restaurante mexicano,Texas,27337059,10704104,50373.87
140082,el tipico restaurant,4.1,1395,29.3979161,-98.3947627,restaurante mexicano,Texas,27337059,10704104,50373.87
140635,la villa taqueria,4.1,688,35.375726,-118.9394723,restaurante mexicano,California,38773436,14744533,63364.21
141143,ajua! modern taqueria,4.2,146,35.392572099999995,-118.9662743,restaurante mexicano,California,38773436,14744533,63364.21
141199,las flamas mexican kitchen,4.0,616,32.9386775,-96.7493365,restaurante mexicano,Texas,27337059,10704104,50373.87
141510,samba kitchen-restaurante brasileiro,4.6,561,40.764666,-73.9912643,restaurante brasileño,New York,19664161,3559667,59272.35
141668,sierra grille,4.6,612,30.2537248,-81.38919949999999,restaurante mexicano,Florida,20158603,4695397,48321.24
141960,claudia's restaurant,4.5,358,29.3711807,-98.504468,restaurante mexicano,Texas,27337059,10704104,50373.87
142491,trevino's barbacoa,4.6,138,29.5620356,-98.3934058,restaurante mexicano,Texas,27337059,10704104,50373.87
142560,antojitos selenes #2,4.0,58,36.735729,-119.751768,restaurante centroamericano,California,38773436,14744533,63364.21
142591,taqueria diego,4.5,34,36.743303,-119.7538636,restaurante mexicano,California,38773436,14744533,63364.21
142604,el tequila mexican restaurant,4.5,125,37.5547334,-88.97467999999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
142638,alams taqueria,4.8,38,37.2722506,-121.9323508,restaurante mexicano,California,38773436,14744533,63364.21
143227,sokai,4.3,554,25.6433953,-80.3365991,restaurante peruano,Florida,20158603,4695397,48321.24
143445,con sabor a cafe,4.4,108,25.6786137,-80.417304,restaurante colombiano,Florida,20158603,4695397,48321.24
143487,angelina's deli,4.4,64,40.9667972,-73.8725035,restaurante mexicano,New York,19664161,3559667,59272.35
143961,texas de brazil,4.6,1337,30.259639,-81.529749,restaurante brasileño,Florida,20158603,4695397,48321.24
144508,el catrín mexican grill,3.3,47,30.0625258,-81.8785078,restaurante mexicano,Florida,20158603,4695397,48321.24
144527,ravi restaurant taquitos,4.4,458,27.588365,-99.488325,restaurante mexicano,Texas,27337059,10704104,50373.87
144703,la cazuela colombian restaurant,3.9,148,29.7292493,-95.5346206,restaurante colombiano,Texas,27337059,10704104,50373.87
144756,tostada regia airline,4.3,2257,29.860325,-95.3857306,restaurante mexicano,Texas,27337059,10704104,50373.87
145553,simon's restaurant,4.4,68,34.021629,-118.163888,restaurante mexicano,California,38773436,14744533,63364.21
145574,mi familia taco stand,4.8,28,31.6782846,-96.4940998,restaurante mexicano,Texas,27337059,10704104,50373.87
145588,la cebi restaurant,4.0,54,25.6838594,-80.41574969999999,restaurante colombiano,Florida,20158603,4695397,48321.24
145841,el chucoviché-mariscos y michéladas,4.4,38,31.8084608,-106.2517552,restaurante mexicano,Texas,27337059,10704104,50373.87
145862,papi rico,3.9,48,37.7601444,-122.4351451,restaurante mexicano,California,38773436,14744533,63364.21
145902,el rancho grande restaurante,4.4,561,32.7783619,-97.3466962,restaurante mexicano,Texas,27337059,10704104,50373.87
146842,maria banana café,4.7,88,27.8568248,-82.6489677,restaurante brasileño,Florida,20158603,4695397,48321.24
146880,tocaya modern mexican,4.2,98,33.5088918,-112.0275884,restaurante mexicano,Arizona,6707875,2030951,45892.43
147235,castañedas mexican food,4.5,38,33.9393427,-117.9564545,restaurante mexicano,California,38773436,14744533,63364.21
147250,ofa restaurant,4.8,55,25.795209,-80.14428099999999,restaurante brasileño,Florida,20158603,4695397,48321.24
147921,santeria,4.7,36,37.7649189,-122.4318837,restaurante mexicano,California,38773436,14744533,63364.21
147933,los rancheros breakfast,4.1,25,31.5305042,-96.5291656,restaurante mexicano,Texas,27337059,10704104,50373.87
147941,tacos al barbon,4.6,47,26.2219611,-98.2429824,restaurante mexicano,Texas,27337059,10704104,50373.87
147963,green onion mexican restaurant,4.4,1054,33.7385914,-118.2806056,restaurante mexicano,California,38773436,14744533,63364.21
148382,ponce restaurant,4.3,2698,41.9242177,-87.7347783,restaurante puertorriqueño,Illinois,12829297,2113775,53467.05
149290,cafe rosa,4.2,558,41.7962069,-87.76043489999999,restaurante puertorriqueño,Illinois,12829297,2113775,53467.05
150422,chula's sports cantina,4.0,1592,29.7856854,-95.5586641,restaurante mexicano,Texas,27337059,10704104,50373.87
150910,jimboy's tacos,4.7,15,38.664689,-121.225046,restaurante mexicano,California,38773436,14744533,63364.21
150936,taqueria la esmeralda,4.6,18,32.2155118,-98.2129619,restaurante mexicano,Texas,27337059,10704104,50373.87
150943,creme&sugar,4.7,78,40.7020589,-73.9014952,restaurante peruano,New York,19664161,3559667,59272.35
151006,express subs & pasta,4.2,28,25.7151379,-80.3574829,restaurante cubano,Florida,20158603,4695397,48321.24
151020,cabo flats - stuart,3.6,48,27.1834842,-80.2411917,restaurante mexicano,Florida,20158603,4695397,48321.24
151041,la hacienda scenic loop,4.0,593,29.6816833,-98.6753153,restaurante mexicano,Texas,27337059,10704104,50373.87
151320,las tablas,4.0,888,41.9536111,-87.7508333,restaurante colombiano,Illinois,12829297,2113775,53467.05
151620,cilantro taco grill - rosemont,4.4,878,41.9921654,-87.8638459,restaurante mexicano,Illinois,12829297,2113775,53467.05
151913,restaurante san vicente,4.0,124,37.7272708,-122.4326125,restaurante centroamericano,California,38773436,14744533,63364.21
151947,tacos xochimilco,4.7,47,37.7714746,-122.2098541,restaurante mexicano,California,38773436,14744533,63364.21
151966,la sorpresa latina cuban cafe,4.1,194,26.0992965,-81.74002639999999,restaurante cubano,Florida,20158603,4695397,48321.24
152055,m&c grill sports bar,4.5,153,33.6423026,-117.5749183,restaurante mexicano,California,38773436,14744533,63364.21
152099,tito's laespecial,4.4,759,33.760245,-117.8727628,restaurante mexicano,California,38773436,14744533,63364.21
152396,almas mexican food,4.8,58,40.9046814,-124.080564,restaurante mexicano,California,38773436,14744533,63364.21
152410,king taco # 1,4.3,1423,34.09406,-118.226508,restaurante mexicano,California,38773436,14744533,63364.21
152975,marino's cafe,4.5,38,28.0166395,-82.507115,restaurante cubano,Florida,20158603,4695397,48321.24
153499,moe's,3.9,367,28.1870139,-82.350912,restaurante mexicano,Florida,20158603,4695397,48321.24
153642,lolo's surf cantina,4.0,578,25.7706774,-80.1326435,restaurante mexicano,Florida,20158603,4695397,48321.24
153777,california tacos,4.5,38,36.5410265,-119.3909177,restaurante mexicano,California,38773436,14744533,63364.21
153794,tacos la nueva,4.4,183,38.6184329,-121.414213,restaurante mexicano,California,38773436,14744533,63364.21
153846,las islas maria,3.5,68,34.0700964,-117.3785496,restaurante mexicano,California,38773436,14744533,63364.21
154586,tamales dona tere - fry,3.5,46,29.8291099,-95.7192054,restaurante mexicano,Texas,27337059,10704104,50373.87
154605,chio's tacos,4.3,18,34.0920204,-117.3135038,restaurante mexicano,California,38773436,14744533,63364.21
154615,restaurante salvadoreño y pupuseria los 3 hermanos,4.2,148,33.5015058,-112.1003309,restaurante centroamericano,Arizona,6707875,2030951,45892.43
154670,fish n' ting on the go,4.0,18,40.9166544,-73.81352319999999,restaurante caribeño,New York,19664161,3559667,59272.35
155218,el don,4.1,45,41.6824218,-87.71951279999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
155230,rosa maria's mexican food,4.6,613,34.1227676,-117.1951798,restaurante mexicano,California,38773436,14744533,63364.21
155509,el callejon encinitas,3.7,28,33.047741,-117.293583,restaurante mexicano,California,38773436,14744533,63364.21
155519,el rancherito,4.2,538,40.9700009,-90.3837009,restaurante mexicano,Illinois,12829297,2113775,53467.05
155710,arco iris juice bar & restaurant,4.2,178,34.196019,-119.177224,restaurante mexicano,California,38773436,14744533,63364.21
155778,tacos el norte in round lake beach,4.4,958,42.3819859,-88.0591867,restaurante mexicano,Illinois,12829297,2113775,53467.05
156111,tacos diablos truck,4.6,48,41.7450803,-88.3585997,restaurante mexicano,Illinois,12829297,2113775,53467.05
156320,taquaria el taquin,4.3,208,41.6534191,-87.5456095,restaurante mexicano,Illinois,12829297,2113775,53467.05
156378,taco cielo,4.5,294,33.0740674,-97.0790394,restaurante mexicano,Texas,27337059,10704104,50373.87
156520,dejarvis taco,4.1,118,26.2770304,-98.1699783,restaurante mexicano,Texas,27337059,10704104,50373.87
156562,la terraza bar & grill,4.0,128,40.683253,-73.38478599999999,restaurante latinoamericano,New York,19664161,3559667,59272.35
156601,el nopal deli,4.0,127,40.765991,-73.0022145,restaurante mexicano,New York,19664161,3559667,59272.35
156634,pueblo alegre authentic mexican food,4.6,48,33.0209459,-94.7209222,restaurante mexicano,Texas,27337059,10704104,50373.87
156650,el agave taqueria,4.2,194,39.042132,-121.093599,restaurante mexicano,California,38773436,14744533,63364.21
156729,casa maria,4.3,494,36.8077635,-119.7070259,restaurante mexicano,California,38773436,14744533,63364.21
157177,rubio's coastal grill,4.3,266,33.19239,-117.25434,restaurante mexicano,California,38773436,14744533,63364.21
157294,que viva,4.1,107,38.6577282,-120.9731617,restaurante mexicano,California,38773436,14744533,63364.21
157341,don taco,4.2,74,40.8309486,-73.0288897,restaurante mexicano,New York,19664161,3559667,59272.35
157362,coffeelombia,3.8,36,40.7926716,-73.00719819999999,restaurante colombiano,New York,19664161,3559667,59272.35
157376,pisco restaurant and bar,4.1,1115,28.016133,-82.485083,restaurante peruano,Florida,20158603,4695397,48321.24
157786,el primo mexican grill and taquería llc,4.7,105,33.9079412,-98.5301776,restaurante mexicano,Texas,27337059,10704104,50373.87
157822,la cascada tortas y licuados,4.1,107,33.4673611,-112.1709139,restaurante mexicano,Arizona,6707875,2030951,45892.43
157852,fiesta time # 2 mexican foods,4.5,36,31.7555148,-106.3943178,restaurante mexicano,Texas,27337059,10704104,50373.87
157865,playa linda taqueria,4.0,95,38.6905757,-121.4565451,restaurante mexicano,California,38773436,14744533,63364.21
157896,adalberto's méxican food restaurant,4.3,1048,38.789578,-121.223699,restaurante mexicano,California,38773436,14744533,63364.21
158331,amigos de acapulco,4.5,288,39.7252316,-121.835898,restaurante mexicano,California,38773436,14744533,63364.21
158687,del pueblo,4.2,1282,29.9658221,-95.5868714,restaurante mexicano,Texas,27337059,10704104,50373.87
159197,taqueria la estrella,4.0,774,37.8084235,-121.2170834,restaurante mexicano,California,38773436,14744533,63364.21
159469,stand up tacos,4.1,118,34.0707082,-117.922767,restaurante mexicano,California,38773436,14744533,63364.21
159527,el norteno,3.2,47,28.0226955,-81.7311706,restaurante mexicano,Florida,20158603,4695397,48321.24
159549,casa grande mexican grill,4.2,70,33.0860626,-98.5847369,restaurante mexicano,Texas,27337059,10704104,50373.87
159576,claudy's kitchen,4.6,116,40.889765,-73.898532,restaurante peruano,New York,19664161,3559667,59272.35
159589,caribbean flair international grill restaurant,4.4,28,26.6572605,-81.9648745,restaurante caribeño,Florida,20158603,4695397,48321.24
159597,el emperador,4.3,787,30.0954498,-95.6195522,restaurante mexicano,Texas,27337059,10704104,50373.87
159936,the galley fish tacos,4.6,941,34.4824379,-117.3381492,restaurante mexicano,California,38773436,14744533,63364.21
160373,el taco regio,4.6,118,29.6152991,-82.818617,restaurante mexicano,Florida,20158603,4695397,48321.24
160421,el salvadoreño,4.2,79,40.8178381,-73.9171609,restaurante centroamericano,New York,19664161,3559667,59272.35
160444,monarca p.l.a.c.e 7,4.2,75,41.8107459,-87.664721,restaurante mexicano,Illinois,12829297,2113775,53467.05
160469,the taco project,4.4,635,41.0763606,-73.8591884,restaurante mexicano,New York,19664161,3559667,59272.35
160689,"raspados & tortas ""los diablitos locos""",3.9,187,33.4722363,-112.237114,restaurante mexicano,Arizona,6707875,2030951,45892.43
160758,manuel's mexican restaurant & cantina | goodyear,4.3,1373,33.463093,-112.345734,restaurante mexicano,Arizona,6707875,2030951,45892.43
161356,compadres estilo tijuana,4.6,58,36.2486495,-119.7807083,restaurante mexicano,California,38773436,14744533,63364.21
161379,el puesto,3.5,175,41.8581086,-87.7703866,restaurante mexicano,Illinois,12829297,2113775,53467.05
161425,yona redz,4.3,33,34.4177392,-119.6963161,restaurante mexicano,California,38773436,14744533,63364.21
161442,doña marta's,3.6,117,34.0188739,-118.1512781,restaurante mexicano,California,38773436,14744533,63364.21
161475,cantina laredo,3.8,58,30.2655198,-97.7455101,restaurante mexicano,Texas,27337059,10704104,50373.87
161698,guerrero's taqueria 2,4.2,195,37.6606714,-122.4785508,restaurante mexicano,California,38773436,14744533,63364.21
161767,chacho's,4.1,1063,37.3352916,-121.8875568,restaurante mexicano,California,38773436,14744533,63364.21
162150,puerto azul restaurant,4.0,671,37.310226,-121.9018507,restaurante mexicano,California,38773436,14744533,63364.21
162380,birrieria el primo,3.9,185,37.2600848,-121.8077626,restaurante mexicano,California,38773436,14744533,63364.21
162554,linda's mexican restaurant,4.3,174,37.3474031,-121.8674129,restaurante mexicano,California,38773436,14744533,63364.21
162625,la fiesta azteca,3.8,118,41.6627886,-87.7195831,restaurante mexicano,Illinois,12829297,2113775,53467.05
162669,gran familia,4.2,48,40.5964,-73.9800028,restaurante mexicano,New York,19664161,3559667,59272.35
163498,coyote flaco,4.5,74,41.8706275,-73.7055507,restaurante mexicano,New York,19664161,3559667,59272.35
163525,taqueria charly,4.5,38,32.7076795,-97.0979638,restaurante mexicano,Texas,27337059,10704104,50373.87
163535,sabor venezolano kendall,4.4,956,25.6842857,-80.41848639999999,restaurante venezolano,Florida,20158603,4695397,48321.24
163918,colombian's taste,4.4,384,41.951083,-88.031202,restaurante colombiano,Illinois,12829297,2113775,53467.05
164059,mariscos baja,3.6,77,34.0538061,-117.7755834,restaurante mexicano,California,38773436,14744533,63364.21
164093,paisano's grocery & restaurant,4.4,105,40.9103684,-90.6485502,restaurante mexicano,Illinois,12829297,2113775,53467.05
164122,amelia's 1931,4.5,455,25.7438482,-80.4154844,restaurante cubano,Florida,20158603,4695397,48321.24
165031,empanada’s factory latin fusion,4.6,922,30.2215579,-81.58693559999999,restaurante latinoamericano,Florida,20158603,4695397,48321.24
165398,taqueria el tapatio de jalisco de hortencia,3.6,238,29.3148952,-98.475962,restaurante mexicano,Texas,27337059,10704104,50373.87
165516,gloria's latin cuisine,4.4,798,29.6094907,-98.5985974,restaurante mexicano,Texas,27337059,10704104,50373.87
165853,mi san salvador,4.2,148,33.9588682,-118.2227405,restaurante centroamericano,California,38773436,14744533,63364.21
165899,punta cana,4.6,698,29.9600857,-95.5432748,restaurante dominicano,Texas,27337059,10704104,50373.87
166170,freebirds world burrito,4.4,978,30.5601789,-97.6905106,restaurante mexicano,Texas,27337059,10704104,50373.87
167140,chago's,4.7,947,30.3403151,-97.7170198,restaurante latinoamericano,Texas,27337059,10704104,50373.87
167465,clancy's cantina,4.1,1017,29.0385204,-80.9005057,restaurante mexicano,Florida,20158603,4695397,48321.24
168247,taqueria mi sazon,4.0,148,37.714578,-122.44291,restaurante mexicano,California,38773436,14744533,63364.21
168295,el cilantrillo restaurant,4.2,3098,28.304153,-81.440354,restaurante puertorriqueño,Florida,20158603,4695397,48321.24
169321,chimiking restaurant,4.3,1853,28.3967421,-81.40503819999999,restaurante dominicano,Florida,20158603,4695397,48321.24
169844,crazy pollo latin grill,4.4,286,28.5455229,-81.30925719999999,restaurante caribeño,Florida,20158603,4695397,48321.24
170181,el nuevo mexicali iii,4.1,96,36.1257055,-118.8228675,restaurante mexicano,California,38773436,14744533,63364.21
170221,balbuena's mexican restaurant,4.2,108,33.9366457,-118.2827938,restaurante mexicano,California,38773436,14744533,63364.21
170255,cabo mexican grill & bar,4.1,98,40.7523535,-73.70280079999999,restaurante mexicano,New York,19664161,3559667,59272.35
170456,boca del rio,4.5,1368,34.0413986,-117.9497904,restaurante mexicano,California,38773436,14744533,63364.21
170989,mofongos,4.4,818,34.1754541,-118.3812174,restaurante caribeño,California,38773436,14744533,63364.21
171258,maracas southwest grill,4.1,228,40.7358796,-73.3214046,restaurante mexicano,New York,19664161,3559667,59272.35
171575,vicky's casa del sabor,4.7,466,40.7070403,-73.3892343,restaurante mexicano,New York,19664161,3559667,59272.35
171777,el manaba,3.6,407,40.7006561,-73.9096659,restaurante ecuatoriano,New York,19664161,3559667,59272.35
171881,que rico,3.3,26,28.4917118,-81.3965164,restaurante puertorriqueño,Florida,20158603,4695397,48321.24
171888,sal y pimienta,3.6,58,28.5103208,-81.1552602,restaurante puertorriqueño,Florida,20158603,4695397,48321.24
171906,zacatacos,3.9,1287,41.8216623,-87.80240549999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
172386,la casa bonita,4.1,28,40.7221132,-89.2730727,restaurante mexicano,Illinois,12829297,2113775,53467.05
172397,el nuevo vallarta sports bar & grill,3.9,1487,41.8503637,-87.7935862,restaurante mexicano,Illinois,12829297,2113775,53467.05
172914,the pollo l.a.,4.7,228,34.0626543,-118.2910829,restaurante mexicano,California,38773436,14744533,63364.21
173244,tacos el gavilan,4.3,1308,34.0977289,-118.3438587,restaurante mexicano,California,38773436,14744533,63364.21
173714,cruz's mexican restaurant,4.5,58,42.0054523,-88.0949289,restaurante mexicano,Illinois,12829297,2113775,53467.05
173743,continental bakery,4.1,118,34.2592471,-118.4329811,restaurante mexicano,California,38773436,14744533,63364.21
173781,taqueria mi familia,4.2,63,28.7867344,-96.9789263,restaurante mexicano,Texas,27337059,10704104,50373.87
173801,taste of belize,4.6,98,42.3700053,-87.8599023,restaurante caribeño,Illinois,12829297,2113775,53467.05
173833,guy fieri's taco joint,2.2,83,32.7490476,-97.0847526,restaurante mexicano,Texas,27337059,10704104,50373.87
173869,isabella's bar & grill,4.4,895,37.3623881,-120.5963238,restaurante mexicano,California,38773436,14744533,63364.21
174197,limeña peruvian eatery,4.5,26,34.1737799,-118.8431454,restaurante peruano,California,38773436,14744533,63364.21
174317,tacos guacamole,4.3,178,40.7283885,-73.2275554,restaurante mexicano,New York,19664161,3559667,59272.35
174394,taco bus miami,4.1,54,25.7605938,-80.4093141,restaurante mexicano,Florida,20158603,4695397,48321.24
174415,loca luna mexican cuisine,4.0,35,32.934152,-96.8175403,restaurante mexicano,Texas,27337059,10704104,50373.87
174427,tacos juliet,4.2,28,33.9346879,-118.2653796,restaurante mexicano,California,38773436,14744533,63364.21
174435,rufi's restaurant,4.3,58,32.369781,-95.288933,restaurante mexicano,Texas,27337059,10704104,50373.87
174455,tacos to go,4.8,35,29.8272354,-95.0573545,restaurante mexicano,Texas,27337059,10704104,50373.87
174467,green onion,4.4,1078,33.945298,-117.2808679,restaurante mexicano,California,38773436,14744533,63364.21
174936,el parque,4.3,324,33.3623917,-117.206475,restaurante mexicano,California,38773436,14744533,63364.21
175085,frida mexican cuisine – beverly hills,4.2,428,34.063687,-118.39881,restaurante mexicano,California,38773436,14744533,63364.21
175240,taco plus,4.1,248,34.0398645,-118.4627366,restaurante mexicano,California,38773436,14744533,63364.21
175342,don cuco mexican restaurant,4.4,794,34.1524169,-118.3424786,restaurante mexicano,California,38773436,14744533,63364.21
175632,anita's mexican restaurant & cantina,4.3,843,33.1765165,-117.3629004,restaurante mexicano,California,38773436,14744533,63364.21
175958,belly of the beast,4.8,173,30.0798288,-95.4213687,restaurante mexicano,Texas,27337059,10704104,50373.87
176031,crema restaurante,4.1,38,40.7396931,-73.9960065,restaurante mexicano,New York,19664161,3559667,59272.35
176049,la guira,4.3,74,25.7779512,-80.2145804,restaurante centroamericano,Florida,20158603,4695397,48321.24
176072,la isla,4.3,808,40.6989627,-73.9182589,restaurante puertorriqueño,New York,19664161,3559667,59272.35
176347,rosarito,3.8,78,34.4118151,-119.856956,restaurante mexicano,California,38773436,14744533,63364.21
176365,lupe tortilla mexican restaurant,4.2,1503,29.5581882,-95.3864502,restaurante mexicano,Texas,27337059,10704104,50373.87
176978,the earthy kitchen,4.4,58,28.5676419,-81.2585206,restaurante puertorriqueño,Florida,20158603,4695397,48321.24
176999,tacos el puebla,4.5,98,34.2010765,-118.5801467,restaurante mexicano,California,38773436,14744533,63364.21
177033,cristina's mexican restaurant,4.3,727,32.8552229,-97.1875167,restaurante mexicano,Texas,27337059,10704104,50373.87
177393,green burrito,4.3,28,33.9393306,-117.9564417,restaurante mexicano,California,38773436,14744533,63364.21
177403,latin restaurant and cafe,4.4,18,25.9456917,-80.1638291,restaurante latinoamericano,Florida,20158603,4695397,48321.24
177410,el tacorrido,4.3,541,30.2424228,-97.7596033,restaurante mexicano,Texas,27337059,10704104,50373.87
177645,café morelos,4.7,35,40.693231,-73.8523591,restaurante mexicano,New York,19664161,3559667,59272.35
177656,tacos el paisa,4.7,202,34.0998616,-117.6821608,restaurante mexicano,California,38773436,14744533,63364.21
177735,doña torta chilanga,4.3,556,41.852203,-87.680377,restaurante mexicano,Illinois,12829297,2113775,53467.05
177916,martinez tacos and buffet,4.5,303,41.1173771,-87.8624699,restaurante mexicano,Illinois,12829297,2113775,53467.05
178030,tortas usa,3.5,48,41.8441989,-87.7032426,restaurante mexicano,Illinois,12829297,2113775,53467.05
